,sl_no,video_id,user_id,comment,likes,last_update_time,sentiment,sentiment_label,stemmed_text,stemmed_clean_text
766,767,eN9Lb3vXsAw,UC6-HLKrBOInqejkaLZ-CUoA,Where is that person Blah Blah?,0,2020-01-13T17:39:55.000Z,0.0,neutral,where is that person blah blah ,"['person', 'blah', 'blah']"
767,768,eN9Lb3vXsAw,UC-n9K9Se3Z8XWkx2mNObuJQ,"Automated vehicles promise to increase driver safety?? Cybersecurity is a concern for everyone, from individuals to companies to national government. Computer algorithms are helping the police predict where and when crimes will take place. The spread of helpful robots in everyday life is accompanied by a fear that such technology may one day be adapted to build killer robots.",0,2020-01-21T07:00:18.000Z,-0.1,neutral,autom vehicl promis to increas driver safeti cybersecur is a concern for everyon from individu to compani to nation govern comput algorithm are help the polic predict where and when crime will take place the spread of help robot in everyday life is accompani by a fear that such technolog may one day be adapt to build killer robot ,"['autom', 'vehicl', 'promis', 'increas', 'driver', 'safeti', 'cybersecur', 'concern', 'everyon', 'individu', 'compani', 'nation', 'govern', 'comput', 'algorithm', 'help', 'polic', 'predict', 'crime', 'place', 'spread', 'help', 'robot', 'everyday', 'life', 'accompani', 'fear', 'technolog', 'may', 'day', 'adapt', 'build', 'killer', 'robot']"
768,769,eN9Lb3vXsAw,UCRagmLQbuxQ3VAWDH79OJAA,Is 2020 going to be the year we see AI Joe Rogan get Donald Trump on his podcast?,0,2020-01-15T13:41:51.000Z,0.0,neutral,Is 2020 go to be the year we see AI joe rogan get donald trump on hi podcast ,"['Is', '2020', 'go', 'year', 'see', 'AI', 'joe', 'rogan', 'get', 'donald', 'trump', 'hi', 'podcast']"
769,770,eN9Lb3vXsAw,UC0JZM0pc94Fz1z17m7SXKHw,Like for real,0,2020-03-26T18:17:01.000Z,0.2,neutral,like for real ,"['like', 'real']"
770,771,eN9Lb3vXsAw,UC8LxE4cjeQ7tOwymwbBFdYQ,Amazing,1,2020-01-13T18:29:02.000Z,0.6000000000000001,positive,amaz ,['amaz']
771,772,eN9Lb3vXsAw,UCO3w6rdZOLeH-sXHR7oOhtg,The Intro though,4,2020-01-13T14:33:54.000Z,0.0,neutral,the intro though ,"['intro', 'though']"
772,773,eN9Lb3vXsAw,UCtZ5aip-gKFJHvNMNVuxGAw,This is my first vedio watching you after what had happened .. You could over it but I can not I can not forget how I left my home to street and crying on the dead line of your registration for your course because I could not offer the money Please poor people are not goal for you and all people like you .. you must respect us Sorry for being honest and believe me this is my first bad comment on someone .. may be because you heart me in depth,12,2020-01-12T19:38:44.000Z,-0.1,neutral,thi is my first vedio watch you after what had happen you could over it but I can not I can not forget how I left my home to street and cri on the dead line of your registr for your cours becaus I could not offer the money pleas poor peopl are not goal for you and all peopl like you you must respect us sorri for be honest and believ me thi is my first bad comment on someon may be becaus you heart me in depth ,"['first', 'vedio', 'watch', 'happen', 'could', 'I', 'I', 'forget', 'I', 'left', 'home', 'street', 'cri', 'dead', 'line', 'registr', 'cours', 'becaus', 'I', 'could', 'offer', 'money', 'pleas', 'poor', 'peopl', 'goal', 'peopl', 'like', 'must', 'respect', 'us', 'sorri', 'honest', 'believ', 'first', 'bad', 'comment', 'someon', 'may', 'becaus', 'heart', 'depth']"
773,774,eN9Lb3vXsAw,UCjhOTge0dOC-Lpc63L-Y_1Q,Yes I'm back in black..,0,2020-01-13T16:57:20.000Z,-0.08333333333333333,neutral,ye I back in black ,"['ye', 'I', 'back', 'black']"
774,775,eN9Lb3vXsAw,UCiQjmf304gDKJCABa4Ro80g,Soo happy actually gonna leave two comments,0,2020-01-13T02:26:27.000Z,0.4,positive,soo happi actual gon na leav two comment ,"['soo', 'happi', 'actual', 'gon', 'leav', 'two', 'comment']"
775,776,eN9Lb3vXsAw,UCd1YU7rPmlH6SI0iOjNyKvQ,Stay Strong.,1,2020-01-13T19:08:04.000Z,0.4333333333333333,positive,stay strong ,"['stay', 'strong']"
776,777,eN9Lb3vXsAw,UCIgTJP8CvBqUmAZNh5y1ehA,First,1,2020-01-12T19:34:14.000Z,0.25,neutral,first ,['first']
777,778,eN9Lb3vXsAw,UCg8ovR702OLsvo-MLkyvdig,Am I the only one who does not understand a single word ?,7,2020-01-15T11:50:30.000Z,-0.03571428571428571,neutral,Am I the onli one who doe not understand a singl word ,"['Am', 'I', 'onli', 'doe', 'understand', 'singl', 'word']"
778,779,eN9Lb3vXsAw,UCH_VINdfdrTx1jMh1cj6ZGw,XD,2,2020-01-12T19:34:05.000Z,0.0,neutral,XD ,['XD']
779,780,eN9Lb3vXsAw,UCN4XUFRNdkyM7psuo0WehFA,"No matter what people says about you But you are still my guru Keep posting videos, and do the good",1,2020-01-13T13:04:30.000Z,0.7,positive,No matter what peopl say about you but you are still my guru keep post video and do the good ,"['No', 'matter', 'peopl', 'say', 'still', 'guru', 'keep', 'post', 'video', 'good']"
780,781,eN9Lb3vXsAw,UCvUjoyV651gEQ0UwTJvjolw,This is the controversial comments that you're looking for I think that's a scam son do not a father like a I improve it,2,2020-01-12T20:41:35.000Z,0.55,positive,thi is the controversi comment that you look for I think that a scam son do not a father like a I improv it ,"['controversi', 'comment', 'look', 'I', 'think', 'scam', 'father', 'like', 'I', 'improv']"
781,782,eN9Lb3vXsAw,UCRdmODRylgGM-Q7DoXMOJPg,"You are brilliant, my Friend! Thanks for the inspiration & laughs!",1,2020-03-14T02:00:09.000Z,0.625,positive,you are brilliant my friend thank for the inspir laugh ,"['brilliant', 'friend', 'thank', 'inspir', 'laugh']"
782,783,eN9Lb3vXsAw,UCUnGY3-NJS0F6Uvbh6VPiAw,"I had unsubbed, then resubbed - welcome back! One thing though - we do understand neural networks what's going on in the black box mathematically, there's a sigma sum equation based on weights & inputs, plus bias & activation function that gives the output.",11,2020-01-12T22:30:44.000Z,0.15833333333333335,neutral,I had unsub then resub welcom back one thing though we do understand neural network what go on in the black box mathemat there a sigma sum equat base on weight input plu bia activ function that give the output ,"['I', 'unsub', 'resub', 'welcom', 'back', 'thing', 'though', 'understand', 'neural', 'network', 'go', 'black', 'box', 'mathemat', 'sigma', 'sum', 'equat', 'base', 'weight', 'input', 'plu', 'bia', 'activ', 'function', 'give', 'output']"
783,784,eN9Lb3vXsAw,UCjw6ehYwn6L3RMMJBUMPuYg,How about a look back on your last year's prediction and how they came together?,2,2020-01-12T20:59:04.000Z,0.0,neutral,how about a look back on your last year predict and how they came togeth ,"['look', 'back', 'last', 'year', 'predict', 'came', 'togeth']"
784,785,eN9Lb3vXsAw,UCcGJlEzLXMG7JwAMCt183nw,Feels very good that you are back. Now it's time to Rock siraj.,4,2020-01-13T17:58:27.000Z,0.455,positive,feel veri good that you are back now it time to rock siraj ,"['feel', 'veri', 'good', 'back', 'time', 'rock', 'siraj']"
785,786,eN9Lb3vXsAw,UCeYx7BlJaDGlF7dv6M4G8ZA,6 = ethics here. War follows soon after. Thank you for sharing,2,2020-01-12T21:49:12.000Z,0.0,neutral,6 ethic here war follow soon after thank you for share ,"['6', 'ethic', 'follow', 'soon', 'thank', 'share']"
786,787,eN9Lb3vXsAw,UCjRsuJ1tCsRocrsbA4z42sg,Aww love the family part. I can relate.,12,2020-01-13T04:35:14.000Z,0.5,positive,aww love the famili part I can relat ,"['aww', 'love', 'famili', 'part', 'I', 'relat']"
787,788,eN9Lb3vXsAw,UCCfZwumRR85Frj5q6suYPug,"Hi Siraj, It is great to see you back, I maen, to see the energy behind your words. Welcome back my friend.",1,2020-01-18T20:37:38.000Z,0.24000000000000005,neutral,Hi siraj It is great to see you back I maen to see the energi behind your word welcom back my friend ,"['Hi', 'siraj', 'It', 'great', 'see', 'back', 'I', 'maen', 'see', 'energi', 'behind', 'word', 'welcom', 'back', 'friend']"
788,789,eN9Lb3vXsAw,UCED_5hbFe6adN_MWeluyEKA,Pytorch,4,2020-01-13T01:57:32.000Z,0.0,neutral,pytorch ,['pytorch']
789,790,eN9Lb3vXsAw,UCQnrtfwYRgbOV0gD940-5yw,Love u bro. Your comeback after apology,0,2020-01-17T15:16:30.000Z,0.5,positive,love u bro your comeback after apolog ,"['love', 'bro', 'comeback', 'apolog']"
790,791,eN9Lb3vXsAw,UCFrtvyL1JRFFFM7JkUfQ7oQ,So should I switch from Tensorflow/Keras to PyTorch ?,0,2020-01-12T21:32:26.000Z,0.0,neutral,So should I switch from to pytorch ,"['So', 'I', 'switch', 'pytorch']"
791,792,eN9Lb3vXsAw,UCb921LVxNymo4R2N73hV4TA,Hoping to see many more videos like this. Keep it up,1,2020-01-14T03:27:43.000Z,0.5,positive,hope to see mani more video like thi keep it up ,"['hope', 'see', 'mani', 'video', 'like', 'keep']"
792,793,eN9Lb3vXsAw,UCkADIK1-GjBIE8hqksGvriA,I'm so happy you are back!! Never give up!!,3,2020-01-13T03:28:48.000Z,0.4,positive,I so happi you are back never give up ,"['I', 'happi', 'back', 'never', 'give']"
793,794,eN9Lb3vXsAw,UCcC4jTAGSsBe-PtJhxpJP7Q,"A great man when he makes a mistake, he realizes it. Having realized it, he admits it. Having admitted it, he corrects it. ""Lao Tzu"". I do believe you're a great man. Keep doing your best siraj! Your videos empower people, it includes me.",13,2020-01-13T11:57:55.000Z,0.8666666666666667,positive,A great man when he make a mistak he realiz it have realiz it he admit it have admit it he correct it lao tzu I do believ you a great man keep do your best siraj your video empow peopl it includ me ,"['A', 'great', 'make', 'mistak', 'realiz', 'realiz', 'admit', 'admit', 'correct', 'lao', 'tzu', 'I', 'believ', 'great', 'keep', 'best', 'siraj', 'video', 'empow', 'peopl', 'includ']"
794,795,eN9Lb3vXsAw,UCeyyOoXA7Hio5HyeT_gEwvQ,So glad you're back in the game!,1,2020-01-13T15:12:15.000Z,0.0,neutral,So glad you back in the game ,"['So', 'glad', 'back', 'game']"
795,796,eN9Lb3vXsAw,UCXDzNTRCQ-uoG_aHvoMlGrg,Keep up the good work. thanks for your videos. You explain complex things in a easy way.,1,2020-01-12T23:13:49.000Z,0.2583333333333333,neutral,keep up the good work thank for your video you explain complex thing in a easi way ,"['keep', 'good', 'work', 'thank', 'video', 'explain', 'complex', 'thing', 'easi', 'way']"
796,797,eN9Lb3vXsAw,UCqiTquG3t9EeSdH4-zLWK3Q,We were waiting for you Seraj!,3,2020-01-13T14:29:26.000Z,0.0,neutral,We were wait for you seraj ,"['We', 'wait', 'seraj']"
797,798,eN9Lb3vXsAw,UCMHBCNSQwQPFpLgM8cROAvA,"Hello, Siraj. You probably have a lots of comments and may not notice that one. But here what I want to say. I like your memes. For someone like me who had not opportunities to start at this field from serious background it's a good start. Now I'm in the middle of coursera course, but it all starts from some videos like yours and others. Everyone makes a mistakes, or being criticized by others, and it is unachievable goal to be perfect or doing things perfect and being loved by everyone. I'm sure those guys who criticized you, copied a lot from stackoverflow for their homework or paid projects for their own benefits, at least several times in their life, but nobody mentions that in their speech. It's not thy end of the world, unless you're doing really bad things, BUT most likely people are afraid to critisize the last one and choose softhearted and not dangerous for them guys to put them down and increase their own self-esteem this way. Just remember that and keep up working, fix something that you need to, do not apologise a lot coz crowd will eat you up. Keep it up, man.",1,2020-01-13T03:57:46.000Z,0.2117283950617284,neutral,hello siraj you probabl have a lot of comment and may not notic that one but here what I want to say I like your meme for someon like me who had not opportun to start at thi field from seriou background it a good start now I in the middl of coursera cours but it all start from some video like your and other everyon make a mistak or be critic by other and it is unachiev goal to be perfect or do thing perfect and be love by everyon I sure those guy who critic you copi a lot from stackoverflow for their homework or paid project for their own benefit at least sever time in their life but nobodi mention that in their speech It not thi end of the world unless you do realli bad thing but most like peopl are afraid to critis the last one and choos softheart and not danger for them guy to put them down and increas their own thi way just rememb that and keep up work fix someth that you need to do not apologis a lot coz crowd will eat you up keep it up man ,"['hello', 'siraj', 'probabl', 'lot', 'comment', 'may', 'notic', 'I', 'say', 'I', 'like', 'meme', 'someon', 'like', 'opportun', 'start', 'field', 'seriou', 'background', 'good', 'start', 'I', 'middl', 'coursera', 'cours', 'start', 'video', 'like', 'everyon', 'make', 'mistak', 'critic', 'unachiev', 'goal', 'perfect', 'thing', 'perfect', 'love', 'everyon', 'I', 'sure', 'guy', 'critic', 'copi', 'lot', 'stackoverflow', 'homework', 'paid', 'project', 'benefit', 'least', 'sever', 'time', 'life', 'nobodi', 'mention', 'speech', 'It', 'world', 'unless', 'realli', 'bad', 'thing', 'like', 'peopl', 'afraid', 'critis', 'last', 'choos', 'softheart', 'danger', 'guy', 'put', 'increas', 'way', 'rememb', 'keep', 'work', 'fix', 'someth', 'need', 'apologis', 'lot', 'coz', 'crowd', 'eat', 'keep']"
798,799,eN9Lb3vXsAw,UCoKHhw-cOFtnFyUPHGlRYOg,haha..that Siraj guy is never coming back..lol nice to see you back..,20,2020-01-12T19:35:09.000Z,0.3,neutral,haha that siraj guy is never come back lol nice to see you back ,"['haha', 'siraj', 'guy', 'never', 'back', 'lol', 'nice', 'see', 'back']"
799,800,eN9Lb3vXsAw,UCTEzJw3oyg3vsA1GGamDkDg,"'No limit is symbolic to Siraj ' is my predict,, Great work @siraj raval ..Keep the world sane & more positive vibes ..!!",2,2020-01-13T20:24:56.000Z,0.5517045454545455,positive,limit is symbol to siraj is my predict great work siraj raval keep the world sane more posit vibe ,"['limit', 'symbol', 'siraj', 'predict', 'great', 'work', 'siraj', 'raval', 'keep', 'world', 'sane', 'posit', 'vibe']"
800,801,eMtHmKO8GsA,UCr-h7pafGAwea6ItJfjHYbA,"You deserve all the money you make from the channel, you have helped so many people.",778,2016-11-05T15:14:09.000Z,0.5,positive,you deserv all the money you make from the channel you have help so mani peopl ,"['deserv', 'money', 'make', 'channel', 'help', 'mani', 'peopl']"
801,802,eMtHmKO8GsA,UC2YjaPRm5SamQdu4DUgy15w,Lol i thought you are edward snowden,316,2017-11-16T21:05:05.000Z,0.8,positive,lol i thought you are edward snowden ,"['lol', 'thought', 'edward', 'snowden']"
802,803,eMtHmKO8GsA,UCmBoeG44oFhRGO3ul36pazQ,"When one teaches, two learns..!",322,2016-11-06T01:58:54.000Z,0.0,neutral,when one teach two learn ,"['teach', 'two', 'learn']"
803,804,eMtHmKO8GsA,UCXdlzAZ4Q6BBQ1zaFMy-7hA,this is the guy.. who inspired me to be what am i today.. thanks buddy,152,2017-11-25T14:50:31.000Z,0.2,neutral,thi is the guy who inspir me to be what am i today thank buddi ,"['guy', 'inspir', 'today', 'thank', 'buddi']"
804,805,eMtHmKO8GsA,UC6Rbu0HzxFlOPWkWPbEV00w,"You're an inspirational figure in my mind, Harrison!",717,2016-11-05T14:12:24.000Z,0.625,positive,you an inspir figur in my mind harrison ,"['inspir', 'figur', 'mind', 'harrison']"
805,806,eMtHmKO8GsA,UCGKnMeo7F9IS8uneiiW8tsg,This video earned you a subscriber. I like how down to earth you are. Keep it up!,347,2017-01-09T05:08:51.000Z,-0.19444444444444448,neutral,thi video earn you a subscrib I like how down to earth you are keep it up ,"['video', 'earn', 'subscrib', 'I', 'like', 'earth', 'keep']"
806,807,eMtHmKO8GsA,UCSNN8NB9jIOytXV6j_GmBbA,The universities should just give the links of your videos and student come to professors office to ask specific question,187,2016-11-05T15:30:35.000Z,0.0,neutral,the univers should just give the link of your video and student come to professor offic to ask specif question ,"['univers', 'give', 'link', 'video', 'student', 'professor', 'offic', 'ask', 'specif', 'question']"
